Customer_ID,Customer_Status,Age,Gender,Marital_Status,Province,Income_Category,Card_Category,Months_on_Book,Contacts_Count_12m,Credit_Limit,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio
1002490,Churned Customer,51,M,Single,Babil,Less than 10M,Blue,28,5,6438724,8614491,27,0.013
1002491,Churned Customer,47,M,Married,Duhok,10M - 20M,Blue,60,2,19494780,2554159,20,0.125
1002492,Churned Customer,53,F,Unknown,Diyala,Less than 10M,Blue,43,6,19809220,3858717,17,0.118
1002493,Existing Customer,57,F,Single,Anbar,60M+,Blue,51,1,11385905,10527651,94,0.091
1002494,Churned Customer,30,F,Unknown,Karbala,Unknown,Blue,58,6,2531383,3914931,19,0.174
1002495,Existing Customer,32,M,Single,Dhi Qar,Unknown,Blue,53,5,18756065,12978051,105,0.04
1002496,Churned Customer,57,F,Unknown,Duhok,20M - 40M,Silver,31,5,10518696,3442081,18,0.12
1002497,Existing Customer,66,M,Single,Nineveh,Less than 10M,Blue,25,2,14177878,5923924,31,0.012
1002498,Churned Customer,44,M,Divorced,Duhok,40M - 60M,Silver,59,4,15877102,4569699,10,0.021
1002499,Existing Customer,36,F,Married,Erbil,40M - 60M,Blue,30,1,19907615,5204508,14,0.695
1002500,Churned Customer,63,F,Single,Babil,60M+,Gold,33,5,6520489,3369054,18,0.141
1002501,Existing Customer,70,F,Single,Najaf,20M - 40M,Blue,36,3,12415986,9817239,20,0.585
1002502,Churned Customer,51,M,Single,Wasit,Less than 10M,Gold,29,2,24108132,6503754,16,0.145
1002503,Churned Customer,37,M,Married,Baghdad,20M - 40M,Blue,52,4,3664297,3147487,37,0.123
1002504,Churned Customer,66,M,Single,Sulaymaniyah,Less than 10M,Blue,12,3,15123073,1484868,36,0.045
1002505,Existing Customer,57,M,Divorced,Babil,40M - 60M,Platinum,60,1,2219726,10195056,10,0.568
1002506,Existing Customer,69,F,Single,Basra,20M - 40M,Blue,57,4,23924607,13539085,112,0.317
1002507,Existing Customer,69,M,Married,Babil,10M - 20M,Blue,37,4,4479038,14425102,71,0.752
1002508,Existing Customer,48,F,Single,Najaf,60M+,Blue,52,3,2945495,6800323,118,0.719
1002509,Existing Customer,46,F,Single,Najaf,Unknown,Blue,60,1,7949031,13330264,32,0.008
1002510,Existing Customer,44,M,Unknown,Basra,20M - 40M,Silver,55,3,13105586,2688121,119,0.035
1002511,Churned Customer,62,F,Divorced,Diyala,20M - 40M,Blue,13,6,19294216,13070003,9,0.146
1002512,Existing Customer,23,F,Unknown,Anbar,60M+,Blue,22,3,22836166,12112032,117,0.322
1002513,Existing Customer,58,F,Single,Nineveh,Unknown,Blue,24,3,23081154,14854033,37,0.096
1002514,Existing Customer,33,M,Divorced,Erbil,40M - 60M,Blue,14,0,10890788,1816149,101,0.614
1002515,Existing Customer,39,M,Single,Muthanna,10M - 20M,Gold,49,1,11923426,9646645,55,0.793
1002516,Churned Customer,32,F,Married,Najaf,60M+,Blue,54,4,16428017,2539642,17,0.052
1002517,Churned Customer,22,M,Single,Karbala,Less than 10M,Blue,15,6,16516394,1659806,11,0.167
1002518,Existing Customer,70,F,Divorced,Nineveh,20M - 40M,Blue,33,0,2821469,3143335,17,0.361
1002519,Churned Customer,59,F,Married,Basra,10M - 20M,Blue,23,5,5083105,10054002,38,0.048
1002520,Churned Customer,42,F,Unknown,Salah Al-Din,Less than 10M,Blue,33,4,5761245,3790656,31,0.073
1002521,Churned Customer,46,F,Single,Basra,20M - 40M,Blue,52,6,12660457,9219404,27,0.109
1002522,Churned Customer,24,M,Single,Kirkuk,10M - 20M,Blue,18,6,22180115,13929415,22,0.09
1002523,Existing Customer,48,F,Single,Sulaymaniyah,20M - 40M,Blue,43,0,18646421,14195110,28,0.308
1002524,Existing Customer,68,M,Divorced,Karbala,40M - 60M,Blue,20,2,6380665,10164157,12,0.124
1002525,Existing Customer,56,F,Divorced,Diyala,20M - 40M,Blue,14,4,6876789,6520184,78,0.137
1002526,Existing Customer,38,F,Single,Maysan,10M - 20M,Blue,49,1,8601312,5768391,61,0.394
1002527,Churned Customer,26,F,Single,Anbar,Unknown,Blue,32,6,14162843,2337747,17,0.11
1002528,Existing Customer,55,F,Unknown,Sulaymaniyah,Unknown,Blue,54,2,20786518,6267666,75,0.421
1002529,Existing Customer,48,F,Single,Qadisiyah,10M - 20M,Blue,45,4,12025913,9769863,53,0.627
1002530,Existing Customer,66,M,Married,Muthanna,10M - 20M,Gold,52,3,7616136,11091384,63,0.628
1002531,Existing Customer,54,F,Married,Maysan,60M+,Blue,46,0,10087752,7671522,71,0.507
1002532,Churned Customer,43,F,Single,Qadisiyah,20M - 40M,Blue,18,6,3994807,2648994,38,0.065
1002533,Existing Customer,29,F,Married,Anbar,Unknown,Blue,51,4,24331365,12217398,39,0.488
1002534,Existing Customer,57,M,Single,Duhok,Unknown,Blue,19,1,10218381,4210564,71,0.021
1002535,Existing Customer,41,M,Divorced,Erbil,40M - 60M,Blue,31,3,8288842,6239906,28,0.703
1002536,Existing Customer,48,F,Divorced,Maysan,40M - 60M,Silver,27,3,21560671,11584363,51,0.648
1002537,Existing Customer,64,M,Single,Babil,60M+,Blue,49,0,22486091,8134969,118,0.151
1002538,Churned Customer,66,M,Unknown,Baghdad,20M - 40M,Blue,26,5,9282772,5033865,37,0.111
1002539,Existing Customer,25,M,Married,Qadisiyah,Less than 10M,Silver,18,2,12534883,5030066,116,0.041
1002540,Existing Customer,56,F,Single,Nineveh,20M - 40M,Blue,16,0,14526521,11571018,94,0.096
1002541,Existing Customer,31,F,Unknown,Basra,20M - 40M,Blue,13,1,17168864,13200691,55,0.334
1002542,Churned Customer,55,F,Unknown,Duhok,Unknown,Blue,15,2,18903864,1367958,5,0.136
1002543,Existing Customer,31,F,Single,Sulaymaniyah,Unknown,Blue,39,4,15350114,6946258,13,0.331
1002544,Existing Customer,60,M,Married,Anbar,60M+,Blue,40,3,13394880,2731123,78,0.14
1002545,Existing Customer,61,M,Married,Najaf,20M - 40M,Blue,38,2,14538517,4019846,13,0.533
1002546,Existing Customer,28,M,Unknown,Baghdad,20M - 40M,Silver,12,6,5397745,8174750,71,0.113
1002547,Existing Customer,61,M,Divorced,Babil,20M - 40M,Blue,23,3,23606097,6474039,115,0.516
1002548,Existing Customer,34,M,Married,Salah Al-Din,10M - 20M,Blue,32,0,18255309,7800049,86,0.797
1002549,Churned Customer,22,F,Married,Duhok,20M - 40M,Blue,15,4,15129963,14976891,33,0.162
1002550,Existing Customer,63,M,Single,Kirkuk,Unknown,Blue,19,0,14383438,1901425,29,0.478
1002551,Existing Customer,53,M,Unknown,Maysan,40M - 60M,Blue,60,4,14377215,10996236,27,0.631
1002552,Existing Customer,38,F,Single,Kirkuk,40M - 60M,Blue,45,4,21432806,1816284,68,0.478
1002553,Churned Customer,61,M,Unknown,Najaf,60M+,Blue,42,5,5577946,12890691,6,0.157
1002554,Existing Customer,41,M,Single,Dhi Qar,Unknown,Blue,19,1,19469437,6420403,17,0.029
1002555,Existing Customer,43,M,Married,Sulaymaniyah,60M+,Blue,16,1,19362507,11269450,34,0.574
1002556,Existing Customer,53,M,Married,Nineveh,20M - 40M,Silver,15,4,4362017,7498515,110,0.785
1002557,Existing Customer,33,M,Married,Najaf,10M - 20M,Silver,12,0,17102406,1099450,118,0.689
1002558,Existing Customer,22,F,Divorced,Babil,Less than 10M,Gold,49,3,17987085,1845755,113,0.21
1002559,Existing Customer,44,F,Unknown,Diyala,40M - 60M,Blue,23,1,17937565,3230306,78,0.774
1002560,Churned Customer,47,F,Single,Najaf,10M - 20M,Blue,21,4,6825581,14787413,5,0.031
1002561,Existing Customer,42,M,Divorced,Duhok,Unknown,Blue,43,1,11942349,13929910,34,0.782
1002562,Existing Customer,40,M,Married,Muthanna,Unknown,Blue,50,6,2099725,12883367,67,0.761
1002563,Existing Customer,51,M,Married,Duhok,60M+,Blue,39,2,17879482,8699996,56,0.509
1002564,Existing Customer,29,M,Single,Najaf,20M - 40M,Blue,46,1,14344656,3117927,35,0.59
1002565,Existing Customer,27,F,Divorced,Sulaymaniyah,Unknown,Blue,19,6,17757782,3460400,63,0.625
1002566,Churned Customer,67,M,Married,Duhok,Unknown,Blue,28,6,5415793,8568004,13,0.014
1002567,Churned Customer,70,F,Unknown,Muthanna,Less than 10M,Blue,59,6,14480644,5194962,19,0.198
1002568,Existing Customer,58,F,Divorced,Kirkuk,20M - 40M,Blue,48,0,6672485,10300944,75,0.217
1002569,Existing Customer,54,F,Unknown,Kirkuk,Less than 10M,Blue,17,1,3780568,9685228,13,0.197
1002570,Existing Customer,43,F,Unknown,Diyala,10M - 20M,Blue,51,2,8785902,10940454,109,0.26
1002571,Existing Customer,65,F,Unknown,Kirkuk,60M+,Blue,15,2,11040914,13173907,102,0.724
1002572,Existing Customer,41,M,Married,Nineveh,Unknown,Blue,47,1,10527929,8764921,100,0
1002573,Existing Customer,30,F,Divorced,Baghdad,20M - 40M,Blue,16,1,19045382,7651540,22,0.49
1002574,Existing Customer,29,F,Married,Basra,40M - 60M,Silver,41,1,24227516,9988463,104,0.535
1002575,Churned Customer,56,F,Unknown,Karbala,Less than 10M,Blue,31,4,21438464,5988416,40,0.083
1002576,Existing Customer,68,F,Married,Nineveh,60M+,Blue,24,6,21310674,8722938,14,0.113
1002577,Existing Customer,70,F,Single,Maysan,60M+,Blue,51,0,7009695,8122010,67,0.579
1002578,Existing Customer,58,M,Divorced,Nineveh,20M - 40M,Gold,21,6,13754856,5699458,103,0.321
1002579,Existing Customer,70,F,Unknown,Anbar,20M - 40M,Blue,23,0,19527051,9062483,12,0.299
1002580,Churned Customer,24,M,Unknown,Anbar,20M - 40M,Blue,27,4,23688569,1896905,12,0.09
1002581,Churned Customer,55,F,Divorced,Anbar,Unknown,Blue,21,6,2122078,11661920,30,0.072
1002582,Existing Customer,48,F,Married,Dhi Qar,Unknown,Blue,56,3,11826071,1359490,108,0.746
1002583,Existing Customer,41,F,Married,Salah Al-Din,60M+,Blue,34,6,6101522,3135096,106,0.506
1002584,Churned Customer,51,M,Divorced,Babil,Unknown,Blue,46,0,2839049,1148760,26,0.19
1002585,Existing Customer,37,M,Unknown,Diyala,40M - 60M,Blue,44,2,14036366,14952240,49,0.177
1002586,Existing Customer,60,F,Single,Erbil,Unknown,Blue,22,0,1824322,2600600,106,0.729
1002587,Churned Customer,42,M,Divorced,Sulaymaniyah,Unknown,Blue,43,3,22951422,1252368,40,0.032
1002588,Existing Customer,61,F,Divorced,Kirkuk,Unknown,Blue,52,2,5292712,2727789,28,0.244
1002589,Churned Customer,62,M,Single,Sulaymaniyah,20M - 40M,Blue,28,4,9476832,10680022,19,0.171
1002590,Churned Customer,40,F,Married,Najaf,60M+,Blue,18,6,17655759,9947790,15,0.071
1002591,Churned Customer,22,M,Single,Muthanna,10M - 20M,Blue,52,5,11226824,9102047,14,0.056
1002592,Existing Customer,48,M,Married,Muthanna,60M+,Blue,20,6,20160801,12061965,89,0.402
1002593,Existing Customer,45,F,Married,Muthanna,Unknown,Blue,54,1,16176437,2999681,18,0.242
1002594,Existing Customer,27,F,Married,Erbil,60M+,Blue,20,2,10172102,11570382,64,0.178
1002595,Existing Customer,24,F,Unknown,Baghdad,Less than 10M,Silver,18,1,21537044,3630076,96,0.615
1002596,Churned Customer,43,F,Unknown,Maysan,20M - 40M,Blue,58,1,10844802,1158057,5,0.098
1002597,Existing Customer,47,M,Married,Karbala,Less than 10M,Blue,16,0,13805548,7158759,90,0.586
1002598,Existing Customer,62,F,Single,Diyala,Less than 10M,Blue,20,2,2985406,13169557,98,0.684
1002599,Existing Customer,30,F,Married,Qadisiyah,60M+,Blue,40,1,20182591,8552053,100,0.251
1002600,Churned Customer,22,M,Divorced,Erbil,10M - 20M,Blue,52,4,24037687,7007833,38,0.149
1002601,Churned Customer,55,M,Unknown,Kirkuk,40M - 60M,Blue,28,3,6444606,4017473,26,0.002
1002602,Existing Customer,68,F,Married,Karbala,Less than 10M,Blue,58,5,4643199,2133902,10,0.409
1002603,Churned Customer,26,M,Single,Sulaymaniyah,Unknown,Blue,47,4,22689361,14183471,28,0.099
1002604,Existing Customer,38,M,Single,Baghdad,Less than 10M,Blue,58,4,20136694,9384264,67,0.008
1002605,Existing Customer,48,M,Unknown,Duhok,20M - 40M,Blue,29,3,18374763,10454406,120,0.091
1002606,Churned Customer,41,M,Married,Nineveh,60M+,Blue,28,5,4581641,11922588,6,0.094
1002607,Churned Customer,24,M,Unknown,Anbar,20M - 40M,Silver,40,6,11228031,12994392,11,0.123
1002608,Existing Customer,34,F,Divorced,Basra,60M+,Blue,16,4,4744159,12370941,108,0.122
1002609,Existing Customer,45,M,Single,Salah Al-Din,20M - 40M,Blue,31,5,18353020,2406103,35,0.202
1002610,Existing Customer,36,M,Unknown,Sulaymaniyah,Unknown,Blue,18,3,6632115,7660936,71,0.171
1002611,Churned Customer,66,F,Married,Dhi Qar,Less than 10M,Blue,12,2,1837436,1990149,6,0.123
1002612,Existing Customer,23,M,Married,Anbar,60M+,Blue,50,2,12426306,6197889,99,0.042
1002613,Churned Customer,58,F,Single,Maysan,40M - 60M,Blue,48,4,23881260,12835418,29,0.19
1002614,Churned Customer,55,M,Single,Dhi Qar,Unknown,Blue,22,4,6388865,3272417,9,0.194
1002615,Existing Customer,36,M,Unknown,Dhi Qar,40M - 60M,Blue,30,0,5172466,6766337,15,0.644
1002616,Churned Customer,26,F,Single,Karbala,40M - 60M,Blue,12,4,19658470,7772065,31,0.004
1002617,Existing Customer,68,M,Single,Qadisiyah,40M - 60M,Blue,39,3,5147913,8149617,27,0.052
1002618,Existing Customer,56,F,Single,Karbala,10M - 20M,Blue,13,3,11419644,5531926,68,0.519
1002619,Existing Customer,52,F,Unknown,Basra,60M+,Blue,53,2,21648789,10479225,102,0.059
1002620,Churned Customer,34,M,Unknown,Qadisiyah,10M - 20M,Silver,32,6,18103755,3943954,8,0.189
1002621,Existing Customer,70,M,Single,Qadisiyah,Less than 10M,Blue,33,3,19051313,14156584,33,0.228
1002622,Existing Customer,49,M,Single,Babil,40M - 60M,Blue,12,0,12527300,1735507,67,0.296
1002623,Existing Customer,45,M,Married,Qadisiyah,10M - 20M,Blue,48,2,19790139,13437953,58,0.713
1002624,Existing Customer,63,M,Unknown,Duhok,20M - 40M,Silver,28,2,4977062,14296257,15,0.597
1002625,Existing Customer,52,M,Single,Karbala,Unknown,Blue,25,1,4004525,3570770,42,0.765
1002626,Churned Customer,54,M,Single,Salah Al-Din,Unknown,Blue,57,5,20875216,4373961,22,0.071
1002627,Existing Customer,37,M,Single,Erbil,Unknown,Blue,14,0,9801708,12536236,74,0.04
1002628,Existing Customer,41,F,Married,Karbala,10M - 20M,Blue,49,2,24765544,7066060,103,0.314
1002629,Existing Customer,67,M,Divorced,Basra,20M - 40M,Blue,37,2,13268758,14494903,84,0.302
1002630,Existing Customer,62,M,Single,Dhi Qar,60M+,Blue,14,0,5935811,14929952,69,0.749
1002631,Existing Customer,42,M,Married,Wasit,60M+,Blue,21,1,2616485,3028317,105,0.085
1002632,Existing Customer,68,F,Married,Duhok,20M - 40M,Platinum,35,2,11781396,13384086,33,0.553
1002633,Existing Customer,26,M,Unknown,Anbar,20M - 40M,Blue,45,0,7454772,11804547,34,0.111
1002634,Churned Customer,43,M,Divorced,Najaf,20M - 40M,Blue,26,6,9481084,9444826,6,0.145
1002635,Churned Customer,24,M,Unknown,Muthanna,Unknown,Gold,55,5,14131891,4972675,7,0.026
1002636,Churned Customer,21,F,Unknown,Maysan,10M - 20M,Blue,26,5,11630276,1638751,6,0.103
1002637,Churned Customer,58,M,Married,Diyala,40M - 60M,Blue,60,5,23568308,14985182,8,0.119
1002638,Churned Customer,59,M,Divorced,Sulaymaniyah,40M - 60M,Blue,49,5,4577787,10029674,25,0.124
1002639,Existing Customer,35,F,Divorced,Salah Al-Din,60M+,Gold,38,0,5990034,13458551,70,0.202
1002640,Churned Customer,43,F,Divorced,Qadisiyah,60M+,Blue,30,4,24208410,1446846,14,0.028
1002641,Churned Customer,64,M,Divorced,Babil,40M - 60M,Blue,35,5,15825684,14960940,31,0.176
1002642,Existing Customer,51,M,Married,Baghdad,20M - 40M,Blue,38,2,9441797,9377273,64,0.261
1002643,Churned Customer,59,F,Single,Maysan,Less than 10M,Blue,36,4,19867508,4602008,25,0.046
1002644,Existing Customer,53,M,Divorced,Wasit,60M+,Blue,53,3,10479541,3149098,21,0.194
1002645,Existing Customer,38,M,Unknown,Baghdad,40M - 60M,Blue,37,2,5462313,3034941,66,0.194
1002646,Churned Customer,68,M,Divorced,Maysan,Less than 10M,Silver,35,5,11973492,9323480,6,0.145
1002647,Churned Customer,27,F,Single,Wasit,10M - 20M,Blue,45,6,4622120,2087138,38,0.147
1002648,Existing Customer,55,F,Unknown,Qadisiyah,Less than 10M,Blue,33,2,5979797,14394640,80,0.285
1002649,Existing Customer,67,F,Unknown,Duhok,40M - 60M,Silver,48,0,23746566,7323301,81,0.753
1002650,Existing Customer,61,M,Divorced,Sulaymaniyah,40M - 60M,Blue,19,4,14431235,1350262,79,0.128
1002651,Existing Customer,30,F,Unknown,Salah Al-Din,Less than 10M,Blue,43,3,21154760,10952032,81,0.121
1002652,Existing Customer,69,M,Unknown,Babil,60M+,Blue,50,3,2424638,13380180,62,0.661
1002653,Existing Customer,37,M,Single,Anbar,10M - 20M,Silver,39,3,16327617,11916968,66,0.156
1002654,Existing Customer,33,F,Single,Nineveh,Less than 10M,Blue,22,0,14007245,9073792,94,0.522
1002655,Churned Customer,62,M,Single,Maysan,60M+,Blue,28,4,7903280,9141086,19,0.088
1002656,Existing Customer,21,F,Unknown,Babil,10M - 20M,Blue,20,5,20906410,9166498,86,0.323
1002657,Churned Customer,62,M,Married,Erbil,60M+,Blue,32,4,6260431,7725038,34,0.128
1002658,Existing Customer,58,F,Unknown,Maysan,60M+,Gold,47,0,8055723,12265244,17,0.531
1002659,Existing Customer,65,M,Unknown,Salah Al-Din,20M - 40M,Blue,13,0,11423156,14744753,48,0.349
1002660,Existing Customer,35,M,Divorced,Erbil,60M+,Blue,22,2,6924239,10507874,56,0.289
1002661,Existing Customer,39,F,Unknown,Diyala,20M - 40M,Blue,35,1,15293093,4246776,79,0.713
1002662,Existing Customer,42,F,Unknown,Maysan,40M - 60M,Blue,24,1,19161332,13359119,79,0.338
1002663,Churned Customer,41,M,Divorced,Basra,20M - 40M,Blue,31,5,10089682,11647543,24,0.166
1002664,Churned Customer,36,F,Unknown,Dhi Qar,40M - 60M,Blue,51,1,5650729,1335001,8,0.052
1002665,Existing Customer,35,F,Divorced,Diyala,40M - 60M,Blue,18,0,20360404,3965973,105,0.475
1002666,Existing Customer,32,F,Married,Baghdad,10M - 20M,Blue,46,0,18656351,1942567,40,0.035
1002667,Existing Customer,64,F,Divorced,Basra,40M - 60M,Blue,55,2,8948085,4030459,54,0.199
1002668,Existing Customer,34,M,Divorced,Sulaymaniyah,Less than 10M,Blue,41,1,13041223,14166687,31,0.298
1002669,Churned Customer,27,F,Married,Muthanna,40M - 60M,Blue,60,5,2683075,10009637,7,0.025
1002670,Existing Customer,50,M,Single,Wasit,10M - 20M,Silver,25,1,1540388,10003263,53,0.753
1002671,Existing Customer,44,M,Unknown,Baghdad,60M+,Blue,23,2,1964361,14845784,81,0.68
1002672,Churned Customer,23,M,Married,Duhok,10M - 20M,Blue,48,5,14639787,5690949,22,0.126
1002673,Churned Customer,37,F,Married,Wasit,10M - 20M,Blue,48,4,15789878,4646018,21,0.159
1002674,Churned Customer,48,M,Married,Karbala,10M - 20M,Blue,14,2,4907799,11544459,10,0.102
1002675,Churned Customer,65,M,Divorced,Qadisiyah,60M+,Gold,12,6,20820882,4791928,22,0.125
1002676,Churned Customer,69,F,Unknown,Anbar,Unknown,Blue,22,2,6339798,1188469,40,0.098
1002677,Existing Customer,55,F,Divorced,Anbar,Unknown,Blue,43,1,17560847,3187008,117,0.011
1002678,Churned Customer,36,M,Unknown,Baghdad,Unknown,Silver,22,0,3031930,9139720,23,0.165
1002679,Churned Customer,24,F,Divorced,Basra,Less than 10M,Blue,44,6,6218906,1841334,25,0.171
1002680,Existing Customer,65,M,Divorced,Wasit,Unknown,Blue,14,1,3321440,6790891,107,0.402
1002681,Existing Customer,56,F,Married,Muthanna,Unknown,Silver,18,0,15112502,10126734,77,0.013
1002682,Churned Customer,48,F,Divorced,Wasit,60M+,Gold,58,4,7432529,11208416,20,0.102
1002683,Existing Customer,60,M,Unknown,Nineveh,40M - 60M,Blue,53,0,11855799,11812403,63,0.169
1002684,Churned Customer,33,F,Married,Duhok,20M - 40M,Blue,45,6,4264808,6455276,25,0.087
1002685,Existing Customer,60,F,Single,Dhi Qar,60M+,Blue,39,4,16401171,11790660,64,0.302
1002686,Existing Customer,59,F,Married,Sulaymaniyah,60M+,Blue,40,2,9655812,14349918,73,0.8
1002687,Churned Customer,63,M,Married,Wasit,Less than 10M,Blue,15,6,16125115,2739332,32,0.039
1002688,Existing Customer,27,M,Divorced,Dhi Qar,60M+,Blue,29,0,8775261,8261322,72,0.704
1002689,Existing Customer,30,M,Divorced,Qadisiyah,Less than 10M,Silver,49,5,3525260,12676308,43,0.466
1002690,Existing Customer,52,M,Married,Duhok,Unknown,Silver,53,5,19250626,14076197,23,0.8
1002691,Existing Customer,50,M,Single,Baghdad,20M - 40M,Blue,29,5,2975526,1319813,58,0.502
1002692,Churned Customer,26,M,Unknown,Muthanna,10M - 20M,Blue,15,6,21437221,7628264,10,0.054
1002693,Existing Customer,37,M,Single,Wasit,20M - 40M,Blue,33,2,3984430,2242948,85,0.706
1002694,Existing Customer,51,M,Divorced,Sulaymaniyah,Less than 10M,Gold,13,2,10165125,13518141,37,0.13
1002695,Existing Customer,45,M,Unknown,Diyala,40M - 60M,Silver,13,0,23563540,13208405,92,0.222
1002696,Existing Customer,51,M,Single,Nineveh,10M - 20M,Blue,39,5,1628191,14700426,36,0.298
1002697,Existing Customer,32,F,Single,Maysan,Unknown,Silver,46,3,4822923,6680372,98,0.087
1002698,Existing Customer,52,F,Unknown,Diyala,20M - 40M,Blue,57,2,11988341,6838135,10,0.341
1002699,Existing Customer,51,F,Married,Duhok,10M - 20M,Blue,55,2,14403224,7991482,89,0.447
1002700,Existing Customer,56,F,Divorced,Baghdad,60M+,Blue,19,4,16574084,3031588,23,0.147
1002701,Existing Customer,47,M,Unknown,Sulaymaniyah,Less than 10M,Platinum,23,1,9685283,8314205,68,0.334
1002702,Existing Customer,65,M,Divorced,Duhok,Unknown,Blue,17,6,15103507,1806853,60,0.547
1002703,Existing Customer,67,F,Unknown,Muthanna,Unknown,Blue,18,0,22385658,6492407,42,0.287
1002704,Existing Customer,34,M,Married,Duhok,20M - 40M,Blue,35,3,24964450,9128826,106,0.75
1002705,Existing Customer,53,M,Single,Anbar,20M - 40M,Blue,47,2,24849253,8832155,97,0.709
1002706,Churned Customer,48,M,Unknown,Duhok,Unknown,Blue,12,4,8770202,13450647,7,0.016
1002707,Churned Customer,24,M,Married,Diyala,10M - 20M,Blue,25,5,7966848,3071280,30,0.087
1002708,Existing Customer,49,M,Divorced,Kirkuk,60M+,Blue,13,3,19576344,6844027,44,0.489
1002709,Churned Customer,36,F,Single,Muthanna,60M+,Silver,32,4,15383877,9821587,18,0.04
1002710,Existing Customer,35,M,Married,Sulaymaniyah,Less than 10M,Blue,26,1,6000637,4650672,51,0.072
1002711,Existing Customer,34,F,Unknown,Anbar,40M - 60M,Silver,40,5,24925292,9594586,37,0.073
1002712,Existing Customer,49,F,Single,Duhok,Less than 10M,Blue,32,3,14947820,5698038,71,0.16
1002713,Existing Customer,64,M,Unknown,Maysan,10M - 20M,Blue,55,0,7367423,11269370,29,0.758
1002714,Existing Customer,65,F,Single,Sulaymaniyah,Unknown,Blue,41,4,24582031,4057157,79,0.04
1002715,Existing Customer,40,M,Single,Wasit,Less than 10M,Blue,33,0,5499190,4637143,27,0.562
1002716,Existing Customer,34,M,Unknown,Salah Al-Din,Unknown,Blue,13,3,6047143,10009788,88,0.592
1002717,Churned Customer,55,M,Married,Nineveh,Less than 10M,Blue,53,5,3866477,7717929,17,0.003
1002718,Existing Customer,64,F,Unknown,Duhok,10M - 20M,Blue,37,0,4393683,9143253,25,0.298
1002719,Existing Customer,35,M,Single,Najaf,60M+,Blue,21,6,12096752,5838766,97,0.122
1002720,Churned Customer,26,M,Divorced,Dhi Qar,Less than 10M,Blue,16,3,18742746,787645,14,0.03
1002721,Existing Customer,33,F,Divorced,Basra,40M - 60M,Blue,20,0,12176875,3379934,85,0.571
1002722,Existing Customer,21,F,Unknown,Salah Al-Din,Less than 10M,Platinum,36,2,21536984,2417425,12,0.318
1002723,Existing Customer,44,F,Married,Duhok,Less than 10M,Blue,50,2,17725926,6015264,35,0.5
1002724,Existing Customer,35,M,Married,Diyala,20M - 40M,Blue,21,4,24985518,10227219,59,0.74
1002725,Existing Customer,46,F,Unknown,Anbar,Unknown,Blue,17,1,17242812,8945894,102,0.241
1002726,Existing Customer,68,M,Unknown,Wasit,10M - 20M,Gold,45,4,10262663,11712451,72,0.554
1002727,Existing Customer,44,F,Single,Erbil,60M+,Platinum,14,2,19712082,12981931,30,0.615
1002728,Existing Customer,40,M,Single,Kirkuk,40M - 60M,Blue,56,1,22753274,7576252,39,0.011
1002729,Existing Customer,70,M,Unknown,Kirkuk,40M - 60M,Silver,45,0,3795569,634124,12,0.562
1002730,Churned Customer,66,M,Divorced,Maysan,60M+,Blue,19,4,20634246,8595353,32,0.142
1002731,Existing Customer,21,F,Divorced,Sulaymaniyah,10M - 20M,Blue,52,0,4944529,8458339,21,0.579
1002732,Churned Customer,32,M,Single,Duhok,Less than 10M,Blue,22,5,1762400,9311673,5,0.157
1002733,Existing Customer,49,F,Single,Najaf,10M - 20M,Blue,18,1,22191517,9923179,65,0.584
1002734,Existing Customer,66,F,Single,Erbil,40M - 60M,Blue,31,2,7096662,4065115,24,0.251
1002735,Existing Customer,30,F,Single,Qadisiyah,Unknown,Blue,18,3,6011529,11224269,93,0.588
1002736,Existing Customer,42,M,Divorced,Babil,60M+,Gold,17,2,2834643,6017396,47,0.323
1002737,Existing Customer,36,F,Married,Erbil,40M - 60M,Blue,22,4,5016060,11246996,62,0.204
1002738,Existing Customer,27,F,Unknown,Nineveh,40M - 60M,Blue,21,3,20816674,9738762,28,0.024
1002739,Existing Customer,47,F,Unknown,Sulaymaniyah,60M+,Blue,50,2,9341131,2287610,71,0.701
1002740,Existing Customer,56,M,Divorced,Nineveh,Unknown,Blue,39,1,19344868,6781445,94,0.099
1002741,Existing Customer,25,M,Unknown,Duhok,60M+,Blue,36,1,14924832,8843070,90,0.305
1002742,Existing Customer,26,M,Unknown,Salah Al-Din,20M - 40M,Blue,44,0,16668036,3460240,53,0.153
1002743,Churned Customer,50,F,Unknown,Duhok,Less than 10M,Blue,39,5,22328224,654378,12,0.034
1002744,Existing Customer,35,M,Single,Diyala,Less than 10M,Silver,32,1,21588482,5544623,89,0.232
1002745,Existing Customer,30,M,Married,Basra,60M+,Silver,33,2,6223167,5684854,59,0.413
1002746,Churned Customer,50,M,Single,Qadisiyah,60M+,Silver,13,5,19285391,6539350,27,0.189
1002747,Existing Customer,25,F,Married,Qadisiyah,60M+,Blue,45,0,10435059,10378095,54,0.512
1002748,Existing Customer,43,F,Single,Baghdad,Unknown,Blue,26,3,19913874,8708255,99,0.382
1002749,Existing Customer,47,F,Unknown,Kirkuk,60M+,Blue,17,6,12533559,3581528,101,0.266
1002750,Existing Customer,56,M,Unknown,Kirkuk,60M+,Blue,31,3,11019659,3393755,66,0.273
1002751,Existing Customer,52,M,Married,Anbar,10M - 20M,Blue,51,3,4428406,13189857,114,0.462
